Machine Error Code;Error Text;MES error Code
PHG2049;Pellet Gripper 2 detected get datalog failed;10249
PHG2050;Pellet Gripper 2 detected Linear X Channel control error;10250
PHG2051;Pellet Gripper 2 detected Linear X Channel search time out error;10251
PHG2052;Pellet Gripper 2 detected Linear X Channel hit limit sensor error;10252
PHG2053;Pellet Gripper 2 detected Linear X Channel encoder fault error;10253
PHG2054;Pellet Gripper 2 detected Linear X Channel driver fault error;10254
PHG2055;Pellet Gripper 2 detected Linear X Channel exceed software position limit error;10255
PHG2056;Pellet Gripper 2 detected Linear X Channel open wire fault error;10256
PHG2057;Pellet Gripper 2 detected Linear X Channel velocity jump error;10257
PHG2058;Pellet Gripper 2 detected Linear X Channel RTC overload error;10258
PHH1001;Pellet Holder 1 move to HOME position failed;10301
PHH1002;Pellet Holder 1 move to UP position failed;10302
PHH1003;Pellet Holder 1 move to DOWN position failed;10303
PHH1004;Pellet Holder 1 move to STANDBY position failed;10304
PHH1005;Pellet Holder 1 Pusher move to DOWN position failed;10305
PHH1006;Pellet Holder 1 Pusher move to UP position failed;10306
PHH1007;Pellet Holder 1 COMMUTATE failed;10307
PHH1008;Pellet Holder 1 NOT SAFE to move to DOWN position;10308
PHH1009;Pellet Holder 1 detected Carrier's Pusher at FORWARD position;10309
PHH1010;Pellet Holder 1 detected Pusher at UP position;10310
PHH1011;Pellet Holder 1 detected Pellet Carrier move HOME timeout during initialization;10311
PHH1012;Pellet Holder 1 Brake move to OFF position failed;10312
PHH1013;Pellet Holder 1 Brake move to ON position failed;10313
PHH1014;Pellet Holder 1 detected Pellet Carrier not at HOME Pos;10314
PHH1015;Pellet Holder 1 detected pellets PRESENT in Holder;10315
PHH1016;Pellet Holder 1 detected pellets still MISSING in Holder;10316
PHH1017;Pellet Holder 1 move to WAITCARRIER position failed;10317
PHH1018;Pellet Holder 1 Teach Position failed;10318
PHH1019;Pellet Holder 1 Position Unknown;10319
PHH1020;Pellet Holder 1 detected Carrier Pusher Down Error;10320
PHH1021;Pellet Holder 1 Clear Holder Limit Error;10321
PHH1022;Pellet Holder 1 Load pellet Error;10322
PHH1023;Pellet Holder 1 Not at Down Position;10323
PHH1024;Pellet Holder 1 detected Shuttle still in Open Position;10324
PHH1025;Pellet Holder 1 detected Pellet misalignment;10325
PHH1026;Pellet Holder 1 detected Carrier Rotator not at Load Pellet position;10326
PHH1027;Pellet Holder 1 detected Carrier Rotator not at Load Holder position;10327
PHH1028;Pellet Holder 1 detected OnLoader not at Holder position;10328
PHH2001;Pellet Holder 2 move to HOME position failed;10401
PHH2002;Pellet Holder 2 move to UP position failed;10402
PHH2003;Pellet Holder 2 move to DOWN position failed;10403
PHH2004;Pellet Holder 2 move to STANDBY position failed;10404
PHH2005;Pellet Holder 2 Pusher move to DOWN position failed;10405
PHH2006;Pellet Holder 2 Pusher move to UP position failed;10406
PHH2007;Pellet Holder 2 COMMUTATE failed;10407
PHH2008;Pellet Holder 2 NOT SAFE to move to DOWN position;10408
PHH2009;Pellet Holder 2 detected Carrier's Pusher at FORWARD position;10409
PHH2010;Pellet Holder 2 detected Pusher at UP position;10410
PHH2011;Pellet Holder 2 detected Pellet Carrier move HOME timeout during initialization;10411
PHH2012;Pellet Holder 2 Brake move to OFF position failed;10412
PHH2013;Pellet Holder 2 Brake move to ON position failed;10413
PHH2014;Pellet Holder 2 detected Pellet Carrier not at HOME Pos;10414
PHH2015;Pellet Holder 2 detected pellets PRESENT in Holder;10415
PHH2016;Pellet Holder 2 detected pellets still MISSING in Holder;10416
PHH2017;Pellet Holder 2 move to WAITCARRIER position failed;10417
PHH2018;Pellet Holder 2 Teach Position failed;10418
PHH2019;Pellet Holder 2 Position Unknown;10419
PHH2020;Pellet Holder 2 detected Carrier Pusher Down Error;10420
PHH2021;Pellet Holder 2 Clear Holder Limit Error;10421
PHH2022;Pellet Holder 2 Load pellet Error;10422
PHH2023;Pellet Holder 2 Not at Down Position;10423
PHH2024;Pellet Holder 2 detected Shuttle still in Open Position;10424
PHH2025;Pellet Holder 2 detected Pellet misalignment;10425
PHH2026;Pellet Holder 2 detected Carrier Rotator not at Load Pellet position;10426
PHH2027;Pellet Holder 2 detected Carrier Rotator not at Load Holder position;10427
PHH2028;Pellet Holder 2 detected OnLoader not at Holder position;10428
SFT001;Safety Fail to OFF Red Lamp;10501
SFT002;Safety Fail to ON Red Lamp;10502
SFT003;Safety Fail to OFF Amber Lamp;10503
SFT004;Safety Fail to ON Amber Lamp;10504
SFT005;Safety Fail to OFF Green Lamp;10505
SFT006;Safety Fail to ON Green Lamp;10506
SFT007;Safety Fail to OFF Blue Lamp;10507
SFT008;Safety Fail to ON Blue Lamp;10508
SFT009;Safety Fail to OFF White Lamp;10509
SFT010;Safety Fail to ON White Lamp;10510
SFT011;Safety Fail to OFF Buzzer;10511
SFT012;Safety Fail to ON Buzzer;10512
SFT013;Safety detected Input Front Top Left Cover (IF1) not close;10513
SFT014;Safety Fail to UNLOCK Input Front Top Middle Door (IF2);10514
SFT015;Safety Fail to LOCK Input Front Top Middle Door (IF2);10515
SFT016;Safety Fail to UNLOCK Input Front Top Right Door (IF3);10516
SFT017;Safety Fail to LOCK Input Front Top Right Door (IF3);10517
SFT018;Safety Fail to UNLOCK Input Side Top Left Door (IS1);10518
SFT019;Safety Fail to LOCK Input Side Top Left Door (IS1);10519
SFT020;Safety detected Input Side Top Middle Cover (IS2) not close;10520
SFT021;Safety Fail to UNLOCK Input Side Top Right Door (IS3);10521
SFT022;Safety Fail to LOCK Input Side Top Right Door (IS3);10522
SFT023;Safety Fail to UNLOCK Input Side Bottom Left Door (IS4);10523
SFT024;Safety Fail to LOCK Input Side Bottom Left Door (IS4);10524
SFT025;Safety Fail to UNLOCK Input Rear Top Left Door (FR1);10525
SFT026;Safety Fail to LOCK Input Rear Top Left Door (FR1);10526
SFT027;Safety Fail to UNLOCK Input Rear Top Middle Door (FR2);10527
SFT028;Safety Fail to LOCK Input Rear Top Middle Door (FR2);10528
SFT029;Safety Fail to UNLOCK Input Rear Top Right Door (FR3);10529
SFT030;Safety Fail to LOCK Input Rear Top Right Door (FR3);10530
SFT031;Safety detected Input Rear Middle Cover (FR4) not close;10531
SFT032;Safety Fail to UNLOCK PH1 Rear Bottom Door (FR6);10532
SFT033;Safety Fail to LOCK PH1 Rear Bottom Door (FR6);10533
SFT034;Safety Fail to UNLOCK PH2 Rear Bottom Door (FR5);10534
SFT035;Safety Fail to LOCK PH2 Rear Bottom Door (FR5);10535
SFT036;Safety Fail to UNLOCK Input Bridge Loading Door;10536
SFT037;Safety Fail to LOCK  Input Bridge Loading Door;10537
SFT038;Safety Fail to UNLOCK Input Bridge Unloading Door;10538
SFT039;Safety Fail to LOCK Input Bridge Unloading Door;10539
SFT040;Safety Fail to UNLOCK MP 1 Front Top Door (PF1);10540
SFT041;Safety Fail to LOCK MP 1 Front Top Door (PF1);10541
SFT042;Safety Fail to UNLOCK MP 1 Front Bottom Door (PF2);10542
SFT043;Safety Fail to LOCK MP 1 Front Bottm Door (PF2);10543
SFT044;Safety Fail to UNLOCK MP 1 Rear Top Door (PR1);10544
SFT045;Safety Fail to LOCK MP 1 Rear Top Door (PR1);10545
SFT046;Safety detected MP 1 Rear Middle Cover (PR2) not close;10546
SFT047;Safety detected MP 1 Rear Bottom Cover (PR3) not close;10547
SFT048;Safety Fail to UNLOCK MP 2 Front Top Door (PF1);10548
SFT049;Safety Fail to LOCK MP 2 Front Top Door (PF1);10549
SFT050;Safety Fail to UNLOCK MP 2 Front Bottom Door (PF2);10550
SFT051;Safety Fail to LOCK MP 2 Front Bottm Door (PF2);10551
SFT052;Safety Fail to UNLOCK MP 2 Rear Top Door (PR1);10552
SFT053;Safety Fail to LOCK MP 2 Rear Top Door (PR1);10553
SFT054;Safety detected MP 2 Rear Middle Cover (PR2) not close;10554
SFT055;Safety detected MP 2 Rear Bottom Cover (PR3) not close;10555
SFT056;Safety Fail to UNLOCK MP 3 Front Top Door (PF1);10556
SFT057;Safety Fail to LOCK MP 3 Front Top Door (PF1);10557
SFT058;Safety Fail to UNLOCK MP 3 Front Bottom Door (PF2);10558
SFT059;Safety Fail to LOCK MP 3 Front Bottm Door (PF2);10559
SFT060;Safety Fail to UNLOCK MP 3 Rear Top Door (PR1);10560
SFT061;Safety Fail to LOCK MP 3 Rear Top Door (PR1);10561
SFT062;Safety detected MP 3 Rear Middle Cover (PR2) not close;10562
SFT063;Safety detected MP 3 Rear Bottom Cover (PR3) not close;10563
SFT064;Safety Fail to UNLOCK MP 4 Front Top Door (PF1);10564
SFT065;Safety Fail to LOCK MP 4 Front Top Door (PF1);10565
SFT066;Safety Fail to UNLOCK MP 4 Front Bottom Door (PF2);10566
SFT067;Safety Fail to LOCK MP 4 Front Bottm Door (PF2);10567
SFT068;Safety Fail to UNLOCK MP 4 Rear Top Door (PR1);10568
SFT069;Safety Fail to LOCK MP 4 Rear Top Door (PR1);10569
SFT070;Safety detected MP 4 Rear Middle Cover (PR2) not close;10570
SFT071;Safety detected MP 4 Rear Bottom Cover (PR3) not close;10571
SFT072;Safety Fail to UNLOCK Output Front Top Left Door (OF1);10572
SFT073;Safety Fail to LOCK Output Front Top Left Door (OF1);10573
SFT074;Safety Fail to UNLOCK Output Front Top Right Door (OF2);10574
SFT075;Safety Fail to LOCK Output Front Top Right Door (OF2);10575
SFT076;Safety Fail to UNLOCK Output Rear Top Right Door (OR3);10576
SFT077;Safety Fail to LOCK Output Rear Top Right Door (OR3);10577
SFT078;Safety Fail to UNLOCK OVI Front Top Left Door (OVF1);10578
SFT079;Safety Fail to LOCK OVI Front Top Left Door (OVF1);10579
SFT080;Safety Fail to UNLOCK OVI Front Top Right Door (OVF2);10580
SFT081;Safety Fail to LOCK OVI Front Top Right Door (OVF2);10581
SFT082;Safety Fail to UNLOCK OVI Side Top Left Door (OVS1);10582
SFT083;Safety Fail to LOCK OVI Side Top Left Door (OVS1);10583
SFT084;Safety Fail to UNLOCK OVI Side Top Right Door (OVS2);10584
SFT085;Safety Fail to LOCK OVI Side Top Right Door (OVS2);10585
SFT086;Safety Fail to UNLOCK OVI Rear Top Left Door (OVR1);10586
SFT087;Safety Fail to LOCK OVI RearTop Left Door (OVR1);10587
SFT088;Safety Fail to UNLOCK OVI Rear Top Middle Door (OVR2);10588
SFT089;Safety Fail to LOCK OVI RearTop Middle Door (OVR2);10589
SFT090;Safety Fail to UNLOCK OVI Rear Top Right Door (OVR3);10590
SFT091;Safety Fail to LOCK OVI Rear Top Right Door (OVR3);10591
SFT100;Door Not Available;10600
SFT101;Door Not Open;10601
SFT102;Safety Fail to Unlock Doors;10602
SFT103;Safety Fail to Lock Doors;10603
SFT104;Press 1 STOP Switch Not Released;10604
SFT105;Press 2 STOP Switch Not Released;10605
SFT106;Press 3 STOP Switch Not Released;10606
SFT107;Press 4 STOP Switch Not Released;10607
SFT108;Input STOP Switch Not Released;10608
SFT109;Output STOP Switch Not Released;10609
TMP001;Temperature Controller 1 Com Error;11401
TMP002;Temperature Controller 2 Com Error;11402
TMP003;Temperature Controller 3 Com Error;11403
TMP004;Temperature Controller 4 Com Error;11404
TMP005;Temperature Controller 5 Com Error;11405
TMP006;Temperature Controller 6 Com Error;11406
TMP007;Temperature Controller 7 Com Error;11407
TMP008;Temperature Controller 8 Com Error;11408
TMP009;Temperature Controller 9 Com Error;11409
TMP020;Controller 1 Tuning Done !;11420
TMP021;Controller 2 Tuning Done !;11421
TMP022;Controller 3 Tuning Done !;11422
TMP023;Controller 4 Tuning Done !;11423
TMP024;Controller 5 Tuning Done !;11424
TMP030;Controller 1 Tuning Fail !;11430
TMP031;Controller 2 Tuning Fail !;11431
TMP032;Controller 3 Tuning Fail !;11432
TMP033;Controller 4 Tuning Fail !;11433
TMP034;Controller 5 Tuning Fail !;11434
TMP035;Controller 6 Tuning Fail !;11435
TMP101;Controller 1 Channel 1 protection trigger;11501
TMP102;Controller 1 Channel 2 protection trigger;11502
TMP103;Controller 1 Channel 3 protection trigger;11503
TMP104;Controller 1 Channel 4 protection trigger;11504
TMP105;Controller 1 Channel 5 protection trigger;11505
TMP106;Controller 1 Channel 6 protection trigger;11506
TMP107;Controller 1 Channel 7 protection trigger;11507
TMP108;Controller 1 Channel 8 protection trigger;11508
TMP109;Controller 1 Channel 9 protection trigger;11509
TMP110;Controller 1 Channel 10 protection trigger;11510
TMP111;Controller 1 Channel 11 protection trigger;11511
TMP112;Controller 1 Channel 12 protection trigger;11512
TMP201;Controller 2 Channel 1 protection trigger;11601
TMP202;Controller 2 Channel 2 protection trigger;11602
TMP203;Controller 2 Channel 3 protection trigger;11603
TMP204;Controller 2 Channel 4 protection trigger;11604
TMP205;Controller 2 Channel 5 protection trigger;11605
TMP206;Controller 2 Channel 6 protection trigger;11606
TMP207;Controller 2 Channel 7 protection trigger;11607
TMP208;Controller 2 Channel 8 protection trigger;11608
TMP209;Controller 2 Channel 9 protection trigger;11609
TMP210;Controller 2 Channel 10 protection trigger;11610
TMP211;Controller 2 Channel 11 protection trigger;11611
TMP212;Controller 2 Channel 12 protection trigger;11612
TMP301;Controller 3 Channel 1 protection trigger;11701
TMP302;Controller 3 Channel 2 protection trigger;11702
TMP303;Controller 3 Channel 3 protection trigger;11703
TMP304;Controller 3 Channel 4 protection trigger;11704
TMP305;Controller 3 Channel 5 protection trigger;11705
TMP306;Controller 3 Channel 6 protection trigger;11706
TMP307;Controller 3 Channel 7 protection trigger;11707
TMP308;Controller 3 Channel 8 protection trigger;11708
TMP309;Controller 3 Channel 9 protection trigger;11709
TMP310;Controller 3 Channel 10 protection trigger;11710
TMP311;Controller 3 Channel 11 protection trigger;11711
TMP312;Controller 3 Channel 12 protection trigger;11712
TMP401;Controller 4 Channel 1 protection trigger;11801
TMP402;Controller 4 Channel 2 protection trigger;11802
TMP403;Controller 4 Channel 3 protection trigger;11803
TMP404;Controller 4 Channel 4 protection trigger;11804
TMP405;Controller 4 Channel 5 protection trigger;11805
TMP406;Controller 4 Channel 6 protection trigger;11806
TMP407;Controller 4 Channel 7 protection trigger;11807
TMP408;Controller 4 Channel 8 protection trigger;11808
TMP409;Controller 4 Channel 9 protection trigger;11809
TMP410;Controller 4 Channel 10 protection trigger;11810
TMP411;Controller 4 Channel 11 protection trigger;11811
TMP412;Controller 4 Channel 12 protection trigger;11812
TMP501;Controller 5 Channel 1 protection trigger;11901
TMP502;Controller 5 Channel 2 protection trigger;11902
TMP503;Controller 5 Channel 3 protection trigger;11903
TMP504;Controller 5 Channel 4 protection trigger;11904
TMP505;Controller 5 Channel 5 protection trigger;11905
TMP506;Controller 5 Channel 6 protection trigger;11906
TMP507;Controller 5 Channel 7 protection trigger;11907
TMP508;Controller 5 Channel 8 protection trigger;11908
TMP509;Controller 5 Channel 9 protection trigger;11909
TMP510;Controller 5 Channel 10 protection trigger;11910
TMP511;Controller 5 Channel 11 protection trigger;11911
TMP512;Controller 5 Channel 12 protection trigger;11912
TMP601;Controller 6 Channel 1 protection trigger;12001
TMP602;Controller 6 Channel 2 protection trigger;12002
TMP603;Controller 6 Channel 3 protection trigger;12003
TMP604;Controller 6 Channel 4 protection trigger;12004
TMP605;Controller 6 Channel 5 protection trigger;12005
TMP606;Controller 6 Channel 6 protection trigger;12006
TMP607;Controller 6 Channel 7 protection trigger;12007
TMP608;Controller 6 Channel 8 protection trigger;12008
TMP609;Controller 6 Channel 9 protection trigger;12009
TMP610;Controller 6 Channel 10 protection trigger;12010
TMP611;Controller 6 Channel 11 protection trigger;12011
TMP612;Controller 6 Channel 12 protection trigger;12012
TMP701;Controller 7 Channel 1 protection trigger;12101
TMP702;Controller 7 Channel 2 protection trigger;12102
TMP703;Controller 7 Channel 3 protection trigger;12103
TMP704;Controller 7 Channel 4 protection trigger;12104
TMP705;Controller 7 Channel 5 protection trigger;12105
TMP706;Controller 7 Channel 6 protection trigger;12106
TMP707;Controller 7 Channel 7 protection trigger;12107
TMP708;Controller 7 Channel 8 protection trigger;12108
TMP709;Controller 7 Channel 9 protection trigger;12109
TMP710;Controller 7 Channel 10 protection trigger;12110
TMP711;Controller 7 Channel 11 protection trigger;12111
TMP712;Controller 7 Channel 12 protection trigger;12112
TMP801;Controller 8 Channel 1 protection trigger;12201
